1260,3684,2
1260,4522,2
1260,4724,1
1260,4809,2
1260,5872,1
1268,3007,1
1268,3079,1
1268,3662,1
1268,4592,1
1270,2724,2
1270,4834,3
1270,6113,3
1273,2656,5
1273,2735,4
1273,4973,1
1290,2153,1
1290,2640,2
1290,3662,2
1290,3841,2
1329,1553,2
1329,1624,2
1329,2965,2
1329,3737,2
1329,5128,2
1329,5736,2
1341,3342,1
1341,5328,1
1341,5823,2
1341,5856,3
1341,6326,2
1427,2535,1
1427,5981,1
1427,6313,1
1445,3115,1
1445,5096,1
1445,5848,1
1464,2781,2
1464,3376,1
1464,3731,1
1464,4024,2
1464,4546,1
1464,5095,1
1464,5139,3
1500,4718,3
1508,1979,2
1508,3310,2
1508,5356,2
1508,6326,1
1518,2101,1
1518,4095,1
1518,6326,1
1519,1708,1
1519,2630,1
1519,3432,2
1519,4095,1
1519,4883,2
1519,5830,1
1519,6326,2
1552,1624,1
1552,1939,1
1552,1941,1
1552,2120,1
1552,2430,1
1552,3572,1
1552,4363,1
1553,1624,2
1553,2965,2
1553,3737,2
1553,5128,2
1553,5736,2
1560,1911,2
1560,2041,1
1560,2217,1
1560,4181,1
1560,6041,1
1624,1939,2
1624,1941,2
1624,2120,2
1624,2430,1
1624,2965,2
1624,3572,2
1624,3737,2
1624,5128,2
1624,5736,2
1644,2071,2
1644,2371,1
1644,3251,1
1644,3498,4
1644,3875,4
1644,4722,1
1644,5619,1
1660,1861,1
1660,2442,2
1660,3620,2
1660,3694,1
1660,4743,1
1660,5124,3
1662,1768,1
1662,1943,2
1669,1737,2
1669,2046,2
1669,2050,2
1669,2064,2
1669,4171,2
1703,2836,3
1703,3504,2
1703,4024,1
1703,5139,1
1703,5740,2
1708,2630,1
1708,3432,1
1708,4883,1
1708,6326,1
1737,2046,2
1737,2050,2
1737,2064,2
1737,4171,2
1758,2499,1
1758,6130,2
1768,1943,2
1768,3569,1
1768,4600,1
1768,4668,1
1821,5026,2
1821,5675,3
1830,1941,2
1830,5777,2
1830,6001,2
1831,2447,3
1831,5124,1
1831,5521,1
1844,1862,2
1844,1930,2
1844,2536,1
1846,1861,2
1846,3079,1
1846,3694,2
1846,4913,2
1860,2724,1
1860,4181,2
1860,6114,2
1860,6163,2
1861,2442,1
1861,3079,1
1861,3694,3
1861,4913,2
1861,5124,1
1862,1930,2
1862,2037,1
1862,2536,1
1862,4663,2
1862,5305,1
1862,5336,1
1891,2101,1
1891,2465,2
1891,3858,1
1891,3862,1
1891,5389,2
1898,1903,2
1898,3639,3
1898,4200,3
1903,3639,3
1903,4200,2
1911,4181,1
1930,2536,1
1939,1941,2
1939,2120,2
1939,2430,1
1939,3572,2
1941,2016,1
1941,2120,2
1941,2137,1
1941,2430,5
1941,2629,1
1941,2653,3
1941,2927,1
1941,3017,1
1941,3390,2
1941,3572,7
1941,3617,1
1941,4154,1
1941,4290,1
1941,4368,1
1941,5135,4
1941,5163,3
1941,5777,2
1941,6001,2
1941,6378,1
1943,4600,1
1964,2043,6
1964,3639,1
1979,3310,2
1979,5356,2
1979,6326,1
2016,2653,2
2016,2927,2
2016,5135,1
2037,2447,1
2037,2990,3
2037,4652,5
2037,4768,2
2037,4956,2
2037,5336,3
2041,2217,2
2041,6041,2
2043,3639,1
2045,2978,1
2045,3731,1
2045,5362,1
2046,2050,2
2046,2064,2
2046,3684,1
2046,4171,2
2046,4522,1
2046,4809,1
2046,4866,1
2046,5872,1
2050,2064,2
2050,4171,2
2064,4171,2
2071,2508,3
2071,3251,4
2071,3498,1
2071,3875,1
2071,4722,2
2071,5619,4
2071,6128,1
2082,4444,2
2082,6351,2
2091,2571,2
2091,3497,2
2091,5093,2
2091,5119,2
2091,5232,2
2097,2816,1
2097,6051,2
2101,2465,1
2101,2839,3
2101,3858,3
2101,3862,1
2101,4723,3
2101,5017,3
2101,5389,1
2120,2430,1
2120,3572,2
2137,2430,1
2137,3572,1
2137,4290,2
2137,5163,1
2145,4250,2
2145,4363,1
2145,4724,1
2145,5591,1
2153,2640,1
2153,3662,2
2153,3841,1
2189,2546,1
2189,3122,1
2189,4463,1
2189,4539,1
2189,4600,1
2189,6352,1
2217,6041,2
2315,3644,3
2315,3842,2
2362,4089,1
2362,4933,2
2362,5379,2
2362,5526,1
2362,5980,2
2362,6213,4
2362,6285,3
2370,5119,2
2370,6088,2
2371,3498,1
2371,3875,1
2414,3684,1
2414,4522,1
2414,4724,1
2414,4809,1
2414,5872,1
2430,2629,1
2430,3390,3
2430,3572,7
2430,4290,1
2430,4368,1
2430,5135,2
2430,5163,5
2442,3620,1
2442,3694,1
2442,5124,2
2447,2536,1
2447,2935,1
2447,2990,1
2447,3694,1
2447,4652,1
2447,4768,1
2447,5124,1
2447,5336,1
2447,5521,1
2465,3858,1
2465,3862,1
2465,5389,2
2476,4182,2
2476,4600,2
2476,4724,1
2489,3826,2
2489,4311,2
2489,4809,2
2508,3251,3
2508,4722,1
2508,5619,3
2512,2908,5
2512,3356,3
2512,5229,4
2512,5796,4
2512,5830,5
2512,6132,4
2535,4364,1
2535,5030,1
2535,5031,1
2535,5151,1
2536,2935,1
2536,3694,1
2546,3122,1
2560,3990,1
2560,4181,1
2560,4267,1
2560,6090,1
2560,6114,2
2560,6163,1
2571,2816,1
2571,3497,2
2571,5093,3
2571,5119,2
2571,5232,2
2599,2724,3
2599,5882,3
2599,6058,2
2610,3684,2
2610,4052,2
2610,4311,1
2610,4809,2
2610,4866,2
2629,3572,1
2629,4123,1
2629,4368,1
2629,5135,1
2630,3432,1
2630,4095,1
2630,5830,1
2630,6326,1
2640,3662,2
2640,3841,2
2653,2927,2
2653,5135,3
2653,6378,1
2656,2735,4
2656,4973,1
2724,4181,1
2724,4834,2
2724,5882,3
2724,6058,2
2724,6113,2
2724,6114,1
2724,6163,1
2780,3342,2
2780,4793,2
2780,5072,2
2780,5832,2
2781,3376,2
2781,4024,2
2781,5139,2
2781,5831,2
2816,6051,1
2836,3504,2
2836,5740,2
2839,3858,2
2839,3862,1
2839,4723,4
2839,5017,4
2897,5094,2
2897,5232,2
2904,4495,3
2904,6114,2
2908,3356,3
2908,5229,4
2908,5796,4
2908,5830,6
2908,6132,4
2927,5135,1
2935,3450,1
2935,3694,1
2935,4738,1
2965,3737,2
2965,5128,2
2965,5736,2
2978,3731,2
2978,5362,1
2978,6375,1
2990,4652,3
2990,4768,2
2990,4956,2
2990,5336,2
3007,3079,1
3017,3617,3
3077,4744,2
3079,3694,1
3079,4913,1
3079,5030,1
3115,5096,2
3115,5179,1
3115,5848,3
3116,5328,1
3116,5823,3
3116,6326,3
3122,4072,3
3122,4267,1
3122,4293,3
3122,4301,2
3122,4463,1
3122,4499,1
3122,4737,1
3122,5999,1
3122,6090,1
3141,3342,2
3141,3415,1
3141,4792,1
3141,4793,2
3251,3498,1
3251,3875,1
3251,4722,2
3251,5619,4
3269,5425,3
3304,5483,2
3304,6163,3
3310,5356,2
3310,6326,1
3342,3415,2
3342,4792,2
3342,4793,5
3342,5072,2
3342,5328,1
3342,5823,1
3342,5832,2
3342,5856,1
3342,6326,1
3356,5229,3
3356,5796,3
3356,5830,3
3356,6132,3
3376,4024,1
3376,5139,1
3390,3572,3
3390,5163,3
3415,4792,1
3415,4793,2
3432,4095,1
3432,4883,1
3432,5830,1
3432,6326,2
3450,4738,2
3450,6006,1
3450,6375,1
3497,5093,2
3497,5119,2
3497,5232,2
3498,3875,4
3498,4722,1
3498,5619,1
3504,5740,2
3569,4668,2
3572,4290,1
3572,4368,1
3572,5135,2
3572,5163,5
3620,4743,2
3620,5124,3
3620,5675,1
3639,4200,3
3644,3842,2
3647,5425,1
3662,3841,2
3662,4592,1
3684,4052,2
3684,4311,1
3684,4522,3
3684,4724,1
3684,4809,5
3684,4866,3
3684,5872,2
3694,4913,2
3694,5124,1
3731,4546,1
3731,5095,1
3731,5139,1
3731,5362,1
3731,6375,1
3737,5128,2
3737,5736,2
3767,5139,1
3826,4311,2
3826,4809,2
3842,5245,3
3842,5660,3
3858,4723,2
3858,5017,2
3858,5389,1
3862,4723,1
3862,5017,1
3862,5389,1
3875,4722,1
3875,5619,1
3919,4298,2
3919,5891,2
3936,4415,2
3936,5132,2
3936,5995,1
3990,5999,1
3990,6088,1
3990,6114,1
4024,5139,2
4052,4311,1
4052,4809,2
4052,4866,2
4070,4293,1
4070,4955,2
4070,5980,2
4072,4293,3
4072,4301,2
4072,4499,1
4089,4270,3
4089,5187,3
4089,5526,1
4089,6213,4
4089,6285,1
4095,5830,1
4095,6326,2
4181,6114,3
4181,6163,3
4182,4600,2
4182,4724,1
4250,4363,1
4250,4724,1
4250,5591,1
4267,5999,1
4267,6090,2
4270,5187,3
4270,6213,3
4290,5163,1
4293,4301,2
4293,4499,1
4293,4955,1
4293,5980,1
4298,5891,2
4301,4499,1
4311,4809,3
4311,4866,1
4363,4724,1
4364,4368,1
4364,5031,2
4364,5151,1
4368,5031,1
4368,5135,2
4415,5132,2
4415,5995,1
4444,6351,2
4463,6352,1
4483,6128,1
4495,6114,2
4522,4724,1
4522,4809,3
4522,4866,1
4522,5872,2
4539,4600,1
4546,5095,1
4546,5139,1
4546,5460,2
4546,5925,2
4600,4724,1
4652,4768,2
4652,4956,2
4652,5336,2
4663,5305,1
4722,5619,2
4723,5017,4
4724,4809,1
4724,5872,1
4738,6006,1
4738,6375,1
4743,5124,2
4743,5675,1
4768,4956,1
4768,5336,1
4792,4793,2
4793,5062,1
4793,5072,2
4793,5832,2
4809,4866,3
4809,5245,1
4809,5660,1
4809,5872,2
4834,6113,3
4866,5872,1
4883,6326,1
4933,5379,2
4933,5980,2
4933,6213,2
4933,6285,2
4955,5980,2
4956,5336,1
5026,5675,2
5031,5151,1
5072,5832,3
5072,5949,1
5093,5119,2
5093,5232,2
5094,5232,3
5095,5139,1
5095,5362,1
5096,5179,1
5096,5848,2
5119,5232,3
5119,6088,2
5124,5675,1
5128,5736,2
5132,5995,1
5135,5163,1
5135,6378,1
5179,5848,2
5187,6213,3
5229,5796,4
5229,5830,4
5229,6132,4
5245,5660,5
5305,5848,1
5328,5823,3
5328,5856,1
5328,6326,3
5356,6326,1
5379,5980,2
5379,6213,2
5379,6285,2
5460,5925,2
5483,6163,2
5526,6213,1
5526,6285,1
5777,6001,2
5796,5830,4
5796,6132,4
5823,5856,2
5823,6326,6
5830,6132,4
5830,6326,1
5856,6326,2
5882,6058,2
5925,5949,1
5980,6213,2
5980,6285,2
5981,6313,2
5999,6088,1
5999,6090,1
6006,6375,1
6114,6163,3
6213,6285,3
6332,6394,3
